Id,Nombre,apellido,cargo,edad,salario,deudas,retefuente,correo,telefono
315616,Pablo,Ramírez,Desarrollador,True,6789834,1,Pablo35@correo.com,3912626
417903,Isabel,Ramírez,Diseñador,False,2189935,2,Isabel57@correo.com,4549046
437430,Ana,Torres,Gerente,False,11812583,1,Ana23@correo.com,1060397
296507,Pablo,Fernández,Analista,False,10507448,2,Pablo22@correo.com,9420036
229135,Andres,González,Analista,False,17678924,2,Andres59@correo.com,2709002
494762,Andres,González,Gerente,False,13590003,1,Andres57@correo.com,2459396
98692,Andres,González,Diseñador,True,17453233,2,Andres50@correo.com,3885861
209319,Isabel,Fernández,Gerente,False,1653984,2,Isabel34@correo.com,4773090
422830,Andres,Rodríguez,Diseñador,False,14332042,1,Andres35@correo.com,6812215
311284,Andres,Fernández,Desarrollador,False,14031345,1,Andres38@correo.com,7764826
394530,Isabel,Fernández,Analista,True,4883047,1,Isabel38@correo.com,1591056
283586,Pablo,Martínez,Analista,False,15801268,1,Pablo42@correo.com,3838289
19840,Andres,Ramírez,Gerente,True,14095509,1,Andres23@correo.com,7635919
174033,Ana,Rodríguez,Gerente,True,14946026,1,Ana44@correo.com,5493884
237820,Andres,Pérez,Diseñador,False,9737170,1,Andres26@correo.com,5943220
412189,Isabel,Pérez,Gerente,False,4265992,1,Isabel22@correo.com,5615262
252380,Ana,González,Diseñador,True,10270115,1,Ana33@correo.com,4530031
440368,Isabel,González,Analista,True,6714287,2,Isabel49@correo.com,1357572
306124,Ana,Díaz,Gerente,False,17999185,1,Ana47@correo.com,4004399
297904,Pablo,González,Gerente,False,5699050,2,Pablo50@correo.com,5861922
434051,Isabel,Díaz,Analista,False,6738664,1,Isabel25@correo.com,7680583
423662,Isabel,Ramírez,Diseñador,True,6412391,2,Isabel33@correo.com,6403186
174742,Andres,López,Diseñador,False,16098303,2,Andres43@correo.com,7509427
347381,Ana,Ramírez,Diseñador,True,12566410,2,Ana33@correo.com,5837601
120353,Pablo,González,Diseñador,False,7133558,1,Pablo48@correo.com,7518862
335690,Pablo,González,Diseñador,False,3836175,1,Pablo25@correo.com,7754467
418078,Andres,Gómez,Desarrollador,False,2687876,2,Andres35@correo.com,6043773
300622,Isabel,López,Analista,True,2487129,1,Isabel39@correo.com,4036108
436614,Isabel,Martínez,Diseñador,False,1559345,2,Isabel58@correo.com,9712364
113022,Pablo,Fernández,Gerente,True,2167600,1,Pablo50@correo.com,6820214
214280,Ana,López,Gerente,True,1910595,1,Ana47@correo.com,8288318
350535,Pablo,Díaz,Gerente,False,5851605,2,Pablo31@correo.com,5076449
235743,Pablo,Fernández,Gerente,True,2614827,1,Pablo29@correo.com,9582812
119660,Isabel,González,Diseñador,True,3132693,1,Isabel28@correo.com,5491427
498501,Ana,Pérez,Gerente,True,3195324,2,Ana58@correo.com,5741643
424931,Isabel,Ramírez,Diseñador,False,5159115,2,Isabel44@correo.com,2913402
477767,Isabel,Fernández,Gerente,True,5900362,2,Isabel54@correo.com,3066493
186565,Andres,González,Diseñador,True,14473593,2,Andres22@correo.com,9728336
70150,Andres,Pérez,Gerente,False,15757922,2,Andres23@correo.com,1822695
282058,Ana,Ramírez,Diseñador,True,12019473,2,Ana52@correo.com,2041800
232378,Pablo,Ramírez,Desarrollador,True,2491929,2,Pablo24@correo.com,3049493
180227,Isabel,González,Analista,False,2357836,2,Isabel24@correo.com,6418358
35839,Andres,Fernández,Desarrollador,True,3409962,1,Andres43@correo.com,3919766
356649,Ana,Gómez,Analista,False,5725122,1,Ana39@correo.com,1354995
350046,Ana,Rodríguez,Gerente,True,14327855,2,Ana55@correo.com,5189073
202038,Ana,Torres,Analista,True,11416993,2,Ana23@correo.com,5684125
40644,Andres,Ramírez,Desarrollador,False,1544349,2,Andres56@correo.com,2246839
488708,Isabel,Rodríguez,Desarrollador,True,1758876,2,Isabel52@correo.com,2427438
299452,Isabel,Gómez,Diseñador,False,4909460,1,Isabel34@correo.com,2345630
471046,Isabel,Fernández,Diseñador,True,14951226,2,Isabel58@correo.com,4529737
84094,Isabel,Pérez,Desarrollador,False,8472649,2,Isabel44@correo.com,8593480
219914,Isabel,Torres,Gerente,True,16741383,1,Isabel53@correo.com,6178476
64387,Isabel,Torres,Diseñador,False,9431174,1,Isabel36@correo.com,6418701
372331,Isabel,Pérez,Desarrollador,True,1671159,2,Isabel55@correo.com,7182761
434966,Pablo,Díaz,Diseñador,True,9681798,1,Pablo37@correo.com,8980146
226858,Isabel,Torres,Analista,True,8080695,2,Isabel57@correo.com,2822088
230009,Ana,López,Desarrollador,False,1766623,1,Ana45@correo.com,6428878
335227,Ana,Díaz,Analista,False,13435988,2,Ana35@correo.com,5708178
134993,Pablo,Díaz,Diseñador,True,5045356,2,Pablo41@correo.com,4991771
252654,Isabel,Rodríguez,Diseñador,True,16969370,2,Isabel49@correo.com,5188590
5211,Isabel,González,Diseñador,True,16790087,2,Isabel41@correo.com,2467838
124872,Pablo,López,Analista,True,6683217,2,Pablo59@correo.com,1723059
153400,Pablo,Pérez,Diseñador,True,14133406,2,Pablo31@correo.com,9598648
377972,Pablo,Gómez,Analista,False,5653125,2,Pablo37@correo.com,3162952
423693,Pablo,López,Analista,True,8549936,2,Pablo29@correo.com,7035795
318444,Pablo,Torres,Desarrollador,True,14473651,1,Pablo52@correo.com,3714442
406505,Isabel,Fernández,Desarrollador,True,1268351,1,Isabel36@correo.com,7170078
324795,Isabel,Pérez,Diseñador,False,11353526,2,Isabel54@correo.com,4430249
282957,Pablo,Rodríguez,Gerente,True,4906654,2,Pablo22@correo.com,2137282
41825,Isabel,Díaz,Gerente,False,4410465,1,Isabel57@correo.com,6389564
174233,Ana,Rodríguez,Analista,False,14431233,2,Ana54@correo.com,1053016
114054,Pablo,Torres,Desarrollador,True,9209855,1,Pablo40@correo.com,4656085
319073,Isabel,Rodríguez,Analista,True,3891822,1,Isabel60@correo.com,5685353
400638,Isabel,Gómez,Analista,False,16749534,1,Isabel26@correo.com,3517472
251536,Isabel,Gómez,Gerente,True,17378186,1,Isabel25@correo.com,5643481
432608,Pablo,Fernández,Analista,False,13973672,2,Pablo49@correo.com,8107148
306787,Ana,Rodríguez,Desarrollador,True,9001060,2,Ana42@correo.com,8409558
396569,Pablo,Martínez,Analista,True,17139645,1,Pablo24@correo.com,1268456
128036,Isabel,Martínez,Gerente,False,6673002,1,Isabel26@correo.com,1161416
213801,Pablo,González,Desarrollador,True,11995357,2,Pablo29@correo.com,5227812
495655,Ana,González,Analista,True,4651916,2,Ana46@correo.com,4233554
273724,Isabel,Díaz,Desarrollador,True,11169667,2,Isabel27@correo.com,6900702
82259,Ana,Pérez,Analista,True,1780834,2,Ana50@correo.com,2245073
394086,Ana,Díaz,Analista,True,2025427,2,Ana52@correo.com,1384924
23198,Andres,Torres,Diseñador,False,16786545,2,Andres51@correo.com,2593714
172570,Andres,Martínez,Gerente,True,4565952,2,Andres40@correo.com,5558515
255463,Isabel,Fernández,Desarrollador,False,14936537,1,Isabel22@correo.com,5499908
205650,Isabel,Pérez,Desarrollador,True,14651228,1,Isabel42@correo.com,5842880
406847,Andres,Torres,Analista,False,11370599,2,Andres57@correo.com,3200594
412102,Andres,Fernández,Diseñador,True,14081978,1,Andres23@correo.com,7169541
77840,Isabel,Fernández,Analista,False,3291113,2,Isabel22@correo.com,6767644
29173,Andres,Ramírez,Gerente,True,14707118,1,Andres50@correo.com,4641668
132402,Andres,Rodríguez,Analista,True,7108224,2,Andres44@correo.com,7361400
60218,Ana,Gómez,Gerente,True,9236714,1,Ana42@correo.com,3608551
284273,Andres,Martínez,Analista,False,2552213,2,Andres50@correo.com,7038782
216475,Ana,Rodríguez,Desarrollador,True,2815777,2,Ana36@correo.com,5444640
137856,Ana,Rodríguez,Diseñador,True,9735787,1,Ana37@correo.com,3485903
281476,Pablo,López,Desarrollador,False,7822425,1,Pablo49@correo.com,9073794
452781,Isabel,Fernández,Diseñador,False,14831450,2,Isabel38@correo.com,6070096
265539,Andres,Fernández,Analista,False,12972304,2,Andres45@correo.com,2209166
324818,Ana,Torres,Diseñador,True,8244992,1,Ana40@correo.com,9680511
178781,Pablo,Pérez,Diseñador,False,8442959,1,Pablo57@correo.com,4068257
415464,Pablo,Ramírez,Analista,True,8808512,2,Pablo50@correo.com,7112456
66919,Pablo,Pérez,Desarrollador,False,10794137,2,Pablo60@correo.com,9713504
422948,Andres,González,Diseñador,False,15568063,2,Andres32@correo.com,2189337
479314,Andres,Torres,Diseñador,False,6835901,2,Andres36@correo.com,1403792
220770,Pablo,Torres,Diseñador,True,3597749,2,Pablo40@correo.com,5320456
214823,Andres,González,Gerente,False,1786312,1,Andres46@correo.com,8306492
393147,Pablo,Martínez,Desarrollador,False,9723187,1,Pablo52@correo.com,5145021
289624,Andres,Rodríguez,Gerente,False,3251325,2,Andres31@correo.com,6354126
458673,Pablo,López,Analista,False,7638413,1,Pablo43@correo.com,9510905
217014,Andres,González,Gerente,True,13695541,2,Andres24@correo.com,7694196
374468,Ana,Torres,Analista,False,7069653,1,Ana42@correo.com,2303694
133229,Ana,Martínez,Analista,True,1887140,2,Ana44@correo.com,6945355
312698,Ana,Ramírez,Diseñador,False,10585621,2,Ana59@correo.com,4287610
201036,Ana,Fernández,Desarrollador,False,11561022,1,Ana35@correo.com,9359438
113793,Andres,González,Desarrollador,True,11975306,2,Andres36@correo.com,8046232
364824,Isabel,Pérez,Analista,False,10361776,1,Isabel25@correo.com,7974175
174885,Isabel,Martínez,Analista,True,6698254,2,Isabel37@correo.com,1156203
117681,Andres,González,Gerente,False,9811812,2,Andres60@correo.com,1191736
49818,Ana,Torres,Gerente,False,17235067,2,Ana47@correo.com,7482414
420585,Pablo,Ramírez,Analista,False,4863254,1,Pablo41@correo.com,3934180
380452,Ana,González,Desarrollador,False,8454531,1,Ana33@correo.com,4807094
475957,Isabel,Díaz,Gerente,False,16736755,2,Isabel36@correo.com,9783592
433789,Ana,Fernández,Diseñador,False,16358927,1,Ana25@correo.com,2292914
146294,Isabel,López,Desarrollador,True,8275440,1,Isabel43@correo.com,3664321
50652,Ana,López,Gerente,True,12501064,1,Ana41@correo.com,3482463
323229,Isabel,Pérez,Diseñador,True,1583871,1,Isabel38@correo.com,7206245
110561,Andres,Fernández,Gerente,True,5372843,2,Andres48@correo.com,9996301
279566,Andres,Rodríguez,Diseñador,False,3537548,1,Andres47@correo.com,1226607
108325,Andres,Ramírez,Analista,True,15571357,2,Andres49@correo.com,8937801
131177,Ana,Fernández,Analista,False,16275860,2,Ana23@correo.com,3673607
353526,Isabel,Díaz,Diseñador,True,8908315,1,Isabel56@correo.com,5713082
277890,Isabel,Díaz,Diseñador,True,6743203,1,Isabel42@correo.com,8832766
95619,Ana,González,Gerente,True,15184586,1,Ana54@correo.com,5799913
155382,Isabel,Torres,Gerente,True,2472250,1,Isabel56@correo.com,8633379
196943,Isabel,González,Diseñador,True,3628935,2,Isabel52@correo.com,1849316
288191,Pablo,Pérez,Desarrollador,True,4232577,1,Pablo34@correo.com,1000202
183929,Pablo,Martínez,Desarrollador,False,5988527,1,Pablo42@correo.com,8130394
180568,Ana,Rodríguez,Gerente,True,14450113,1,Ana28@correo.com,4240103
485643,Isabel,Fernández,Diseñador,False,6538198,2,Isabel40@correo.com,4604709
498986,Isabel,Fernández,Desarrollador,False,10189303,1,Isabel55@correo.com,2816583
426689,Isabel,Rodríguez,Diseñador,False,10504645,2,Isabel35@correo.com,6237276
467628,Andres,Rodríguez,Gerente,False,3456530,1,Andres45@correo.com,2903114
142365,Andres,Rodríguez,Analista,True,14922828,2,Andres35@correo.com,6739241
108128,Ana,Fernández,Diseñador,False,3174389,1,Ana59@correo.com,7610629
337175,Ana,González,Desarrollador,True,4845452,1,Ana35@correo.com,8105519
224660,Isabel,Díaz,Analista,False,16063742,1,Isabel57@correo.com,8449582
179329,Isabel,Díaz,Gerente,False,4745953,2,Isabel60@correo.com,4737683
133165,Andres,Ramírez,Gerente,False,4201440,2,Andres51@correo.com,4781530
16774,Ana,Ramírez,Desarrollador,False,13101777,1,Ana40@correo.com,9275314
128842,Ana,Pérez,Analista,True,4697581,1,Ana41@correo.com,5170105
140213,Pablo,López,Diseñador,False,7526375,2,Pablo31@correo.com,9156350
70192,Isabel,Díaz,Diseñador,True,11405432,1,Isabel60@correo.com,8273780
111748,Andres,López,Analista,False,8198380,2,Andres55@correo.com,2622818
175616,Ana,Fernández,Analista,False,2753244,1,Ana38@correo.com,1547955
19086,Pablo,Pérez,Desarrollador,False,8765872,2,Pablo46@correo.com,3328272
275821,Andres,Fernández,Diseñador,True,17433007,2,Andres48@correo.com,8223125
415662,Pablo,González,Diseñador,True,17883416,1,Pablo47@correo.com,7074216
490634,Isabel,Martínez,Gerente,False,16498573,1,Isabel24@correo.com,4945199
295322,Andres,Ramírez,Gerente,True,8728351,1,Andres42@correo.com,4546634
9682,Andres,Martínez,Gerente,False,17993444,1,Andres59@correo.com,2804311
62803,Pablo,Fernández,Diseñador,False,8479604,1,Pablo39@correo.com,1464753
314284,Pablo,Martínez,Diseñador,False,15138083,2,Pablo38@correo.com,3582008
104552,Pablo,Rodríguez,Gerente,True,3556160,1,Pablo43@correo.com,9444625
373092,Pablo,Gómez,Diseñador,False,12501034,1,Pablo34@correo.com,4906394
